id,title,type,status,year,season,genre,rating,totalEpisodes,source,siteUrl
animeav1-nigashita-sakana-wa-ookikatta-ga-tsuriageta-sakana-ga-ookisugita-ken,Nigashita Sakana wa Ookikatta ga Tsuriageta Sakana ga Ookisugita Ken,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/nigashita-sakana-wa-ookikatta-ga-tsuriageta-sakana-ga-ookisugita-ken
animeav1-koori-no-jouheki,Koori no Jouheki,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/koori-no-jouheki
animeav1-youkoso-jitsuryoku-shijou-shugi-no-kyoushitsu-e-4th-season-2-nensei-hen-1-gakki,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 4th Season: 2-nensei-hen 1 Gakki,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/youkoso-jitsuryoku-shijou-shugi-no-kyoushitsu-e-4th-season-2-nensei-hen-1-gakki
animeav1-dorohedoro-season-2,Dorohedoro Season 2,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/dorohedoro-season-2
animeav1-jidou-hanbaiki-ni-umarekawatta-ore-wa-meikyuu-wo-samayou-3rd-season,Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou 3rd Season,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/jidou-hanbaiki-ni-umarekawatta-ore-wa-meikyuu-wo-samayou-3rd-season
animeav1-saikyou-no-ousama-nidome-no-jinsei-wa-nani-wo-suru-season-2,"Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru? Season 2",TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/saikyou-no-ousama-nidome-no-jinsei-wa-nani-wo-suru-season-2
animeav1-isekai-de-cheat-skill-wo-te-ni-shita-ore-wa-genjitsu-sekai-wo-mo-musou-suru-level-up-wa-jinsei-wo-kaeta-tv-special,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta (TV Special)",TV,,,,fantasy,,,AnimeAV1,https://animeav1.com/media/isekai-de-cheat-skill-wo-te-ni-shita-ore-wa-genjitsu-sekai-wo-mo-musou-suru-level-up-wa-jinsei-wo-kaeta-tv-special
animeav1-shunkashuutou-daikousha-haru-no-mai,Shunkashuutou Daikousha: Haru no Mai,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/shunkashuutou-daikousha-haru-no-mai
animeav1-steel-ball-run-jojo-no-kimyou-na-bouken,Steel Ball Run: JoJo no Kimyou na Bouken,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/steel-ball-run-jojo-no-kimyou-na-bouken
animeav1-beastars-final-season-part-2,Beastars Final Season Part 2,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/beastars-final-season-part-2
animeav1-fangkai-nage-nuwu,Fangkai Nage Nuwu,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/fangkai-nage-nuwu
animeav1-baki-dou,Baki-dou,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/baki-dou
animeav1-tensui-no-sakuna-hime-kokorowa-inasaku-nisshi,Tensui no Sakuna-hime: Kokorowa Inasaku Nisshi,ESPECIAL,,,,anime,,,AnimeAV1,https://animeav1.com/media/tensui-no-sakuna-hime-kokorowa-inasaku-nisshi
animeav1-medalist-2nd-season,Medalist 2nd Season,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/medalist-2nd-season
animeav1-chou-kaguya-hime,Chou Kaguya-hime!,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/chou-kaguya-hime
animeav1-prism-rondo,Prism Rondo,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/prism-rondo
animeav1-oshi-no-ko-3rd-season,[Oshi no Ko] 3rd Season,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/oshi-no-ko-3rd-season
animeav1-yami-shibai-16,Yami Shibai 16,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/yami-shibai-16
animeav1-himesama-goumon-no-jikan-desu-2nd-season,"Himesama ""Goumon"" no Jikan desu 2nd Season",TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/himesama-goumon-no-jikan-desu-2nd-season
animeav1-jingai-kyoushitsu-no-ningengirai-kyoushi,Jingai Kyoushitsu no Ningengirai Kyoushi,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/jingai-kyoushitsu-no-ningengirai-kyoushi
animeav1-uruwashi-no-yoi-no-tsuki,Uruwashi no Yoi no Tsuki,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/uruwashi-no-yoi-no-tsuki
animeav1-yuusha-no-kuzu,Yuusha no Kuzu,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/yuusha-no-kuzu
animeav1-jigokuraku-2nd-season,Jigokuraku 2nd Season,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/jigokuraku-2nd-season
animeav1-seihantai-na-kimi-to-boku,Seihantai na Kimi to Boku,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/seihantai-na-kimi-to-boku
animeav1-kaya-chan-wa-kowakunai,Kaya-chan wa Kowakunai,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/kaya-chan-wa-kowakunai
animeav1-akuyaku-reijou-wa-ringoku-no-outaishi-ni-dekiai-sareru,Akuyaku Reijou wa Ringoku no Outaishi ni Dekiai sareru,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/akuyaku-reijou-wa-ringoku-no-outaishi-ni-dekiai-sareru
animeav1-hikuidori-ushuu-boro-tobi-gumi,Hikuidori: Ushuu Boro Tobi-gumi,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/hikuidori-ushuu-boro-tobi-gumi
animeav1-okiraku-ryoushu-no-tanoshii-ryouchi-bouei-seisankei-majutsu-de-na-mo-naki-mura-wo-saikyou-no-jousai-toshi-ni,Okiraku Ryoushu no Tanoshii Ryouchi Bouei: Seisankei Majutsu de Na mo Naki Mura wo Saikyou no Jousai Toshi ni,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/okiraku-ryoushu-no-tanoshii-ryouchi-bouei-seisankei-majutsu-de-na-mo-naki-mura-wo-saikyou-no-jousai-toshi-ni
animeav1-dead-account,Dead Account,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/dead-account
animeav1-dark-moon-tsuki-no-saidan,Dark Moon: Tsuki no Saidan,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/dark-moon-tsuki-no-saidan
animeav1-enen-no-shouboutai-san-no-shou-part-2,Enen no Shouboutai: San no Shou Part 2,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/enen-no-shouboutai-san-no-shou-part-2
animeav1-hell-mode-yarikomizuki-no-gamer-wa-hai-settei-no-isekai-de-musou-suru,Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru,TV,,,,fantasy,,,AnimeAV1,https://animeav1.com/media/hell-mode-yarikomizuki-no-gamer-wa-hai-settei-no-isekai-de-musou-suru
animeav1-trigun-stargaze,Trigun Stargaze,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/trigun-stargaze
animeav1-android-wa-keiken-ninzuu-ni-hairimasu-ka,Android wa Keiken Ninzuu ni Hairimasu ka??,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/android-wa-keiken-ninzuu-ni-hairimasu-ka
animeav1-tensei-shitara-dragon-no-tamago-datta,Tensei shitara Dragon no Tamago datta,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/tensei-shitara-dragon-no-tamago-datta
animeav1-omae-gotoki-ga-maou-ni-kateru-to-omouna-to-yuusha-party-wo-tsuihou-sareta-node-outo-de-kimama-ni-kurashitai,"""Omae Gotoki ga Maou ni Kateru to Omouna"" to Yuusha Party wo Tsuihou sareta node, Outo de Kimama ni Kurashitai",TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/omae-gotoki-ga-maou-ni-kateru-to-omouna-to-yuusha-party-wo-tsuihou-sareta-node-outo-de-kimama-ni-kurashitai
animeav1-douse-koishite-shimaunda-2nd-season,"Douse, Koishite Shimaunda. 2nd Season",TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/douse-koishite-shimaunda-2nd-season
animeav1-jujutsu-kaisen-shimetsu-kaiyuu-zenpen,Jujutsu Kaisen: Shimetsu Kaiyuu - Zenpen,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/jujutsu-kaisen-shimetsu-kaiyuu-zenpen
animeav1-champignon-no-majo,Champignon no Majo,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/champignon-no-majo
animeav1-toumei-otoko-to-ningen-onna-sonouchi-fuufu-ni-naru-futari,Toumei Otoko to Ningen Onna: Sonouchi Fuufu ni Naru Futari,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/toumei-otoko-to-ningen-onna-sonouchi-fuufu-ni-naru-futari
animeav1-mato-seihei-no-slave-2,Mato Seihei no Slave 2,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/mato-seihei-no-slave-2
animeav1-eris-no-seihai,Eris no Seihai,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/eris-no-seihai
animeav1-kizoku-tensei-megumareta-umare-kara-saikyou-no-chikara-wo-eru,Kizoku Tensei: Megumareta Umare kara Saikyou no Chikara wo Eru,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/kizoku-tensei-megumareta-umare-kara-saikyou-no-chikara-wo-eru
animeav1-odayaka-kizoku-no-kyuuka-no-susume,Odayaka Kizoku no Kyuuka no Susume.,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/odayaka-kizoku-no-kyuuka-no-susume
animeav1-arne-no-jikenbo,Arne no Jikenbo,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/arne-no-jikenbo
animeav1-jigoku-sensei-nube-2025-part-2,Jigoku Sensei Nube (2025) Part 2,TV,,2025,,anime,,,AnimeAV1,https://animeav1.com/media/jigoku-sensei-nube-2025-part-2
animeav1-29-sai-dokushin-chuuken-boukensha-no-nichijou,29-sai Dokushin Chuuken Boukensha no Nichijou,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/29-sai-dokushin-chuuken-boukensha-no-nichijou
animeav1-darwin-jihen,Darwin Jihen,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/darwin-jihen
animeav1-shibou-yuugi-de-meshi-wo-kuu,Shibou Yuugi de Meshi wo Kuu.,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/shibou-yuugi-de-meshi-wo-kuu
animeav1-maou-no-musume-wa-yasashisugiru,Maou no Musume wa Yasashisugiru!!,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/maou-no-musume-wa-yasashisugiru
animeav1-yuusha-party-ni-kawaii-ko-ga-ita-node-kokuhaku-shitemita,"Yuusha Party ni Kawaii Ko ga Ita node, Kokuhaku shitemita.",TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/yuusha-party-ni-kawaii-ko-ga-ita-node-kokuhaku-shitemita
animeav1-yoroi-shin-den-samurai-troopers,Yoroi Shin Den Samurai Troopers,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/yoroi-shin-den-samurai-troopers
animeav1-osananajimi-to-wa-love-comedy-ni-naranai,Osananajimi to wa Love Comedy ni Naranai,TV,,,,comedy,,,AnimeAV1,https://animeav1.com/media/osananajimi-to-wa-love-comedy-ni-naranai
animeav1-isekai-no-sata-wa-shachiku-shidai,Isekai no Sata wa Shachiku Shidai,TV,,,,fantasy,,,AnimeAV1,https://animeav1.com/media/isekai-no-sata-wa-shachiku-shidai
animeav1-mayonaka-heart-tune,Mayonaka Heart Tune,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/mayonaka-heart-tune
animeav1-kirei-ni-shitemoraemasu-ka,Kirei ni Shitemoraemasu ka.,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/kirei-ni-shitemoraemasu-ka
animeav1-golden-kamuy-saishuushou,Golden Kamuy: Saishuushou,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/golden-kamuy-saishuushou
animeav1-goumon-baito-kun-no-nichijou,Goumon Baito-kun no Nichijou,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/goumon-baito-kun-no-nichijou
animeav1-vigilante-boku-no-hero-academia-illegals-2nd-season,Vigilante: Boku no Hero Academia Illegals 2nd Season,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/vigilante-boku-no-hero-academia-illegals-2nd-season
animeav1-yuusha-party-wo-oidasareta-kiyoubinbou,Yuusha Party wo Oidasareta Kiyoubinbou,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/yuusha-party-wo-oidasareta-kiyoubinbou
animeav1-mf-ghost-3rd-season,MF Ghost 3rd Season,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/mf-ghost-3rd-season
animeav1-ikoku-nikki,Ikoku Nikki,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/ikoku-nikki
animeav1-majutsushi-kunon-wa-mieteiru,Majutsushi Kunon wa Mieteiru,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/majutsushi-kunon-wa-mieteiru
animeav1-hanazakari-no-kimitachi-e,Hanazakari no Kimitachi e,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/hanazakari-no-kimitachi-e
animeav1-tamon-kun-ima-docchi,Tamon-kun Ima Docchi!?,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/tamon-kun-ima-docchi
animeav1-yuusha-kei-ni-shosu-choubatsu-yuusha-9004-tai-keimu-kiroku,Yuusha-kei ni Shosu: Choubatsu Yuusha 9004-tai Keimu Kiroku,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/yuusha-kei-ni-shosu-choubatsu-yuusha-9004-tai-keimu-kiroku
animeav1-fatestrange-fake,Fate/strange Fake,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/fatestrange-fake
animeav1-yi-ren-zhi-xia-6,Yi Ren Zhi Xia 6,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/yi-ren-zhi-xia-6
animeav1-kaguya-sama-wa-kokurasetai-otona-e-no-kaidan,Kaguya-sama wa Kokurasetai: Otona e no Kaidan,ESPECIAL,,,,anime,,,AnimeAV1,https://animeav1.com/media/kaguya-sama-wa-kokurasetai-otona-e-no-kaidan
animeav1-undead-unluck-winter-hen,Undead Unluck: Winter-hen,ESPECIAL,,,,anime,,,AnimeAV1,https://animeav1.com/media/undead-unluck-winter-hen
animeav1-ao-no-miburo-serizawa-ansatsu-hen,Ao no Miburo: Serizawa Ansatsu-hen,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/ao-no-miburo-serizawa-ansatsu-hen
animeav1-xian-wang-de-richang-shenghuo-5,Xian Wang de Richang Shenghuo 5,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/xian-wang-de-richang-shenghuo-5
animeav1-shuumatsu-no-walkure-iii,Shuumatsu no Walküre III,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/shuumatsu-no-walkure-iii
animeav1-nukitashi-the-animation-specials,Nukitashi the Animation Specials,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/nukitashi-the-animation-specials
animeav1-fujimoto-tatsuki-17-26,Fujimoto Tatsuki 17-26,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/fujimoto-tatsuki-17-26
animeav1-cengjing-you-yongshi,Cengjing You Yongshi,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/cengjing-you-yongshi
animeav1-disney-twisted-wonderland-the-animation-episode-of-heartslabyul,Disney Twisted-Wonderland The Animation: Episode of Heartslabyul,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/disney-twisted-wonderland-the-animation-episode-of-heartslabyul
animeav1-zombieland-saga-movie-yumeginga-paradise,Zombieland Saga Movie: Yumeginga Paradise,MOVIE,,,,anime,,,AnimeAV1,https://animeav1.com/media/zombieland-saga-movie-yumeginga-paradise
animeav1-kimi-to-koete-koi-ni-naru,Kimi to Koete Koi ni Naru,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/kimi-to-koete-koi-ni-naru
animeav1-isekai-quartet-3,Isekai Quartet 3,TV,,,,fantasy,,,AnimeAV1,https://animeav1.com/media/isekai-quartet-3
animeav1-one-punch-man-3,One Punch Man 3,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/one-punch-man-3
animeav1-gnosia,Gnosia,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/gnosia
animeav1-chanto-suenai-kyuuketsuki-chan,Chanto Suenai Kyuuketsuki-chan,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/chanto-suenai-kyuuketsuki-chan
animeav1-tensei-akujo-no-kuro-rekishi,Tensei Akujo no Kuro Rekishi,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/tensei-akujo-no-kuro-rekishi
animeav1-tondemo-skill-de-isekai-hourou-meshi-2,Tondemo Skill de Isekai Hourou Meshi 2,TV,,,,fantasy,,,AnimeAV1,https://animeav1.com/media/tondemo-skill-de-isekai-hourou-meshi-2
animeav1-ninja-to-gokudou,Ninja to Gokudou,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/ninja-to-gokudou
animeav1-wandance,Wandance,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/wandance
animeav1-chitose-kun-wa-ramune-bin-no-naka,Chitose-kun wa Ramune Bin no Naka,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/chitose-kun-wa-ramune-bin-no-naka
animeav1-3-nen-z-gumi-ginpachi-sensei,3-nen Z-gumi Ginpachi-sensei,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/3-nen-z-gumi-ginpachi-sensei
animeav1-sozai-saishuka-no-isekai-ryokouki,Sozai Saishuka no Isekai Ryokouki,TV,,,,fantasy,,,AnimeAV1,https://animeav1.com/media/sozai-saishuka-no-isekai-ryokouki
animeav1-ansatsusha-de-aru-ore-no-status-ga-yuusha-yori-mo-akiraka-ni-tsuyoi-no-da-ga,Ansatsusha de Aru Ore no Status ga Yuusha yori mo Akiraka ni Tsuyoi no da ga,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/ansatsusha-de-aru-ore-no-status-ga-yuusha-yori-mo-akiraka-ni-tsuyoi-no-da-ga
animeav1-debu-to-love-to-ayamachi-to,Debu to Love to Ayamachi to!,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/debu-to-love-to-ayamachi-to
animeav1-egao-no-taenai-shokuba-desu,Egao no Taenai Shokuba desu.,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/egao-no-taenai-shokuba-desu
animeav1-sawaranaide-kotesashi-kun,Sawaranaide Kotesashi-kun,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/sawaranaide-kotesashi-kun
animeav1-nageki-no-bourei-wa-intai-shitai-part-2,Nageki no Bourei wa Intai shitai Part 2,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/nageki-no-bourei-wa-intai-shitai-part-2
animeav1-kikaijikake-no-marie,Kikaijikake no Marie,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/kikaijikake-no-marie
animeav1-digimon-beatbreak,Digimon Beatbreak,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/digimon-beatbreak
animeav1-tomodachi-no-imouto-ga-ore-ni-dake-uzai,Tomodachi no Imouto ga Ore ni dake Uzai,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/tomodachi-no-imouto-ga-ore-ni-dake-uzai
animeav1-uma-musume-cinderella-gray-part-2,Uma Musume: Cinderella Gray Part 2,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/uma-musume-cinderella-gray-part-2
animeav1-kingdom-6th-season,Kingdom 6th Season,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/kingdom-6th-season
animeav1-si-vis-the-sound-of-heroes,SI-VIS: The Sound of Heroes,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/si-vis-the-sound-of-heroes
animeav1-toujima-tanzaburou-wa-kamen-rider-ni-naritai,Toujima Tanzaburou wa Kamen Rider ni Naritai,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/toujima-tanzaburou-wa-kamen-rider-ni-naritai
animeav1-alma-chan-wa-kazoku-ni-naritai,Alma-chan wa Kazoku ni Naritai,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/alma-chan-wa-kazoku-ni-naritai
animeav1-chichi-wa-eiyuu-haha-wa-seirei-musume-no-watashi-wa-tenseisha,"Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.",TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/chichi-wa-eiyuu-haha-wa-seirei-musume-no-watashi-wa-tenseisha
animeav1-ranma-2024-2nd-season,Ranma ½ (2024) 2nd Season,TV,,2024,,anime,,,AnimeAV1,https://animeav1.com/media/ranma-2024-2nd-season
animeav1-fumetsu-no-anata-e-season-3,Fumetsu no Anata e Season 3,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/fumetsu-no-anata-e-season-3
animeav1-yasei-no-last-boss-ga-arawareta,Yasei no Last Boss ga Arawareta!,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/yasei-no-last-boss-ga-arawareta
animeav1-saigo-ni-hitotsu-dake-onegai-shitemo-yoroshii-deshou-ka,Saigo ni Hitotsu dake Onegai shitemo Yoroshii deshou ka,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/saigo-ni-hitotsu-dake-onegai-shitemo-yoroshii-deshou-ka
animeav1-boku-no-hero-academia-final-season,Boku no Hero Academia: Final Season,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/boku-no-hero-academia-final-season
animeav1-spy-x-family-season-3,Spy x Family Season 3,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/spy-x-family-season-3
animeav1-mikata-ga-yowasugite-hojo-mahou-ni-tesshiteita-kyuutei-mahoushi-tsuihou-sarete-saikyou-wo-mezashimasu,"Mikata ga Yowasugite Hojo Mahou ni Tesshiteita Kyuutei Mahoushi, Tsuihou sarete Saikyou wo Mezashimasu",TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/mikata-ga-yowasugite-hojo-mahou-ni-tesshiteita-kyuutei-mahoushi-tsuihou-sarete-saikyou-wo-mezashimasu
animeav1-sanda,Sanda,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/sanda
animeav1-kekkon-yubiwa-monogatari-ii,Kekkon Yubiwa Monogatari II,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/kekkon-yubiwa-monogatari-ii
animeav1-shuumatsu-touring,Shuumatsu Touring,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/shuumatsu-touring
animeav1-kao-ni-denai-kashiwada-san-to-kao-ni-deru-oota-kun,Kao ni Denai Kashiwada-san to Kao ni Deru Oota-kun,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/kao-ni-denai-kashiwada-san-to-kao-ni-deru-oota-kun
animeav1-shabake,Shabake,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/shabake
animeav1-towa-no-yuugure,Towa no Yuugure,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/towa-no-yuugure
animeav1-girls-band-cry-movie,Girls Band Cry Movie,MOVIE,,,,anime,,,AnimeAV1,https://animeav1.com/media/girls-band-cry-movie
animeav1-potion-wagami-wo-tasukeru,"Potion, Wagami wo Tasukeru",TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/potion-wagami-wo-tasukeru
animeav1-akujiki-reijou-to-kyouketsu-koushaku,Akujiki Reijou to Kyouketsu Koushaku,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/akujiki-reijou-to-kyouketsu-koushaku
animeav1-watashi-wo-tabetai-hitodenashi,"Watashi wo Tabetai, Hitodenashi",TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/watashi-wo-tabetai-hitodenashi
animeav1-lets-play-quest-darake-no-my-life,Let's Play: Quest-darake no My Life,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/lets-play-quest-darake-no-my-life
animeav1-kakuriyo-no-yadomeshi-ni,Kakuriyo no Yadomeshi Ni,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/kakuriyo-no-yadomeshi-ni
animeav1-bukiyou-na-senpai,Bukiyou na Senpai.,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/bukiyou-na-senpai
animeav1-taiyou-yori-mo-mabushii-hoshi,Taiyou yori mo Mabushii Hoshi,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/taiyou-yori-mo-mabushii-hoshi
animeav1-yano-kun-no-futsuu-no-hibi,Yano-kun no Futsuu no Hibi,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/yano-kun-no-futsuu-no-hibi
animeav1-mushoku-no-eiyuu-betsu-ni-skill-nanka-iranakatta-n-da-ga,Mushoku no Eiyuu: Betsu ni Skill Nanka Iranakatta n da ga,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/mushoku-no-eiyuu-betsu-ni-skill-nanka-iranakatta-n-da-ga
animeav1-given-10th-mix,Given: 10th Mix,OVA,,,,anime,,,AnimeAV1,https://animeav1.com/media/given-10th-mix
animeav1-mofa-gongzhu-de-xiao-fannao,Mofa Gongzhu de Xiao Fannao,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/mofa-gongzhu-de-xiao-fannao
animeav1-catseye,Cat's♥Eye,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/catseye
animeav1-hyakuemu,Hyakuemu.,Movie,,,,anime,,,AnimeAV1,https://animeav1.com/media/hyakuemu
animeav1-chainsaw-man-movie-reze-hen,Chainsaw Man Movie: Reze-hen,MOVIE,,,,anime,,,AnimeAV1,https://animeav1.com/media/chainsaw-man-movie-reze-hen
animeav1-kimi-to-idol-precure-movie-omatase-kimi-ni-todokeru-kirakki-live,Kimi to Idol Precure♪ Movie: Omatase! Kimi ni Todokeru Kirakki Live!,MOVIE,,,,anime,,,AnimeAV1,https://animeav1.com/media/kimi-to-idol-precure-movie-omatase-kimi-ni-todokeru-kirakki-live
animeav1-muchuu-sa-kimi-ni,"Muchuu sa, Kimi ni.",TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/muchuu-sa-kimi-ni
animeav1-karaoke-iko,Karaoke Iko!,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/karaoke-iko
animeav1-kaijuu-8-gou-2nd-season,Kaijuu 8-gou 2nd Season,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/kaijuu-8-gou-2nd-season
animeav1-nukitashi-the-animation,Nukitashi the Animation,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/nukitashi-the-animation
animeav1-long-zu-ii-daowangzhe-zhi-tong,Long Zu II: Daowangzhe Zhi Tong,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/long-zu-ii-daowangzhe-zhi-tong
animeav1-luo-xiaohei-zhanji-2,Luo Xiaohei Zhanji 2,Movie,,,,anime,,,AnimeAV1,https://animeav1.com/media/luo-xiaohei-zhanji-2
animeav1-bulletbullet,Bullet/Bullet,ONA,,,,anime,,,AnimeAV1,https://animeav1.com/media/bulletbullet
animeav1-sakamoto-days-part-2,Sakamoto Days Part 2,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/sakamoto-days-part-2
animeav1-yami-shibai-15,Yami Shibai 15,TV,,,,anime,,,AnimeAV1,https://animeav1.com/media/yami-shibai-15
animeav1-kizetsu-yuusha-to-ansatsu-hime,Kizetsu Yuusha to Ansatsu Hime,TV,,2027,,anime,,,AnimeAV1,https://animeav1.com/media/kizetsu-yuusha-to-ansatsu-hime
